name,numDownloadsMin,fileSize,price,aggregateRating,ratingCount
GCodeSimulator (Free),5000,"2,2M",0,3.8924732208252,93
??? ?? (15.01.2014),50,"1,4M",0.76,3,4
Hyperion Free,1000,"1,1M",0,4.67307710647583,104
Critical Medical Guide,1000,132M,8.01,4.33333349227905,30
Arduino Bluetooth Tether,10000,272k,0,4.26923084259033,78
Standard Android ADK Demo Kit,10000,"2,7M",0,3.87254905700684,102
FlashRX Lite by ClinCalc,10000,"8,9M",0,4.22368431091309,76
myViavac,1000,"2,1M",0.83,4.32142877578735,28
Full Metal Pharmacist,5000,31M,0,3.30645155906677,124
HamPocket,5000,"3,4M",0,3.82758617401123,29
9?????,5000,"9,0M",0,4.47337293624878,169
OMX Remote,1000,838k,0,4.66037750244141,53
Lustig rülpsen taste,5000,"1,7M",0,3.34782600402832,46
Bluetooth Terminal,1000,381k,0,4.17391300201416,46
DrGPIO,1000,330k,0,4.09090900421143,33
?????? - ???,50000,31M,0,2.58695650100708,506
Samba Trommel Fußball WM 2014,10000,"2,3M",0,3.59154939651489,71
GlutenMed,5000,"6,0M",0,4.32727289199829,55
GetMed | Search Medicine,5000,"4,4M",0,3.79824566841125,114
Pi Sight,1000,588k,0,3.96153855323792,26
FlashRX by ClinCalc,500,"9,0M",2.31,4.38235282897949,34
?????????? ????? - ??????? ??,100,804k,0,5,6
tfsRadio Ireland Raidió,5000,"3,8M",0,4.06451606750488,31
Xbmc Remote for Raspberry Pi,500,254k,0.5,3.25,4
Futura Elettronica 2014,1000,13M,0,3.76923084259033,26
PlayIt,1000,802k,0,4.33333349227905,21
RheumaTrack® RA,10000,"9,9M",0,4.12258052825928,310
ownMdm - Remote Device Control,1000,615k,0,4.48648643493652,37
element14 Everywhere,10000,"6,4M",0,3.53191494941711,94
PiUi,1000,172k,0,3.19047617912292,21
AMOTE Free - LIRC client,10000,"1,8M",0,3.04081630706787,49
Everyday Practical Electronics,1000,"4,4M",0,3.11999988555908,25
AMB MyLaps tester,5000,"1,2M",0,3.86666655540466,15
Bluetooth?Serial?Controller?N7,1000,495k,0,4.33333349227905,27
1???-????????????(???????????),5000,"3,6M",0,3.875,32
???????????????(?????),5000,"1,3M",0,4.25,8
Picturenality-Personality Test,5000,14M,0,4.04065036773682,123
Drug Dictionary,5000,"2,4M",0,3.71428561210632,35
??????????? ? ??? ??,10,"1,9M",4.41,0,0
EczaPlus ?laç Bilgi Sistemi,10000,37M,0,3.06725144386291,342
?????????? ???? ??-?????.??,1000,"2,4M",0,4.375,8
??????????? ? ?? ??,10,"2,5M",4.44,0,0
Medicine Man,10000,"2,9M",0,3.76744174957275,43
Pharmaceutical Journal,5000,"2,0M",0,4.1875,32
Oncology Nurse Advisor,5000,48M,0,4.43589735031128,39
MD Series: Anemia,10,709k,1.51,4,1
?????????? ?? ???,10,966k,0,5,6
Terminal Shortcut,1000,"1,0M",0,3.9375,16
kivy doc,500,"8,1M",0,3.69230771064758,13
OEConsole,100,160k,0,5,3
Lullaby 4 Ampache,500,501k,0,3.31818175315857,22
Pharmacy Magazine,1000,"8,4M",0,3.81081080436707,37
Opti Pill®,1000,"2,4M",0,3.55769228935242,52
Integratori,1000,"1,3M",0,3.80555558204651,36
MyMedRec,1000,"1,0M",0,3.21052622795105,38
DRUG INFORMATION SYSTEM,5000,"1,5M",0,3.92000007629395,25
Meine Medizin,5000,"5,1M",0,3.37735843658447,53
NeedyMeds Drug Discount Card,1000,"2,2M",0,4.13793087005615,29
????????,1000,16M,0,4.18181800842285,22
????????????????,1000,23M,0,4.30000019073486,10
pyLauncher Free,500,631k,0,4,1
WebIOPi Remote,50,394k,0.72,2.40000009536743,5
AISOSeaMPlotter,500,"1,8M",0,3.66666674613953,3
Terminal Shortcut Pro,50,"1,5M",0.79,4.75,4
Rastrack,500,"2,7M",0,2.95000004768372,20
Raspberry Pi Connect,10,1.003k,0.99,5,1
Control Domotica Raspberry,100,"1,0M",0,2.33333325386047,3
Pharmasave Drugs,1000,"4,6M",0,3.83999991416931,25
????,1000,"7,8M",0,4.41176462173462,34
???????????????(???),1000,"9,6M",0,3,2
Pi Power Estimator,100,"2,8M",0,5,2
Radiopuurhollands.nl,100,381k,0,5,4
PillManager,1000,"6,6M",0,3.46666669845581,45
iPayEasy,10,"8,8M",0,2.33333325386047,3
pyLauncher,10,424k,0.73,0,0
ACRA Reporter Widget,100,"1,3M",0,5,1
